date,DTB4WK,TCU,UNRATE,RECPROUSM156N,T10Y3M
1948-01-01,,,3.4,,
1948-02-01,,,3.8,,
1948-03-01,,,4.0,,
1948-04-01,,,3.9,,
1948-05-01,,,3.5,,
1948-06-01,,,3.6,,
1948-07-01,,,3.6,,
1948-08-01,,,3.9,,
1948-09-01,,,3.8,,
1948-10-01,,,3.7,,
1948-11-01,,,3.8,,
1948-12-01,,,4.0,,
1949-01-01,,,4.3,,
1949-02-01,,,4.7,,
1949-03-01,,,5.0,,
1949-04-01,,,5.3,,
1949-05-01,,,6.1,,
1949-06-01,,,6.2,,
1949-07-01,,,6.7,,
1949-08-01,,,6.8,,
1949-09-01,,,6.6,,
1949-10-01,,,7.9,,
1949-11-01,,,6.4,,
1949-12-01,,,6.6,,
1950-01-01,,,6.5,,
1950-02-01,,,6.4,,
1950-03-01,,,6.3,,
1950-04-01,,,5.8,,
1950-05-01,,,5.5,,
1950-06-01,,,5.4,,
1950-07-01,,,5.0,,
1950-08-01,,,4.5,,
1950-09-01,,,4.4,,
1950-10-01,,,4.2,,
1950-11-01,,,4.2,,
1950-12-01,,,4.3,,
1951-01-01,,,3.7,,
1951-02-01,,,3.4,,
1951-03-01,,,3.4,,
1951-04-01,,,3.1,,
1951-05-01,,,3.0,,
1951-06-01,,,3.2,,
1951-07-01,,,3.1,,
1951-08-01,,,3.1,,
1951-09-01,,,3.3,,
1951-10-01,,,3.5,,
1951-11-01,,,3.5,,
1951-12-01,,,3.1,,
1952-01-01,,,3.2,,
1952-02-01,,,3.1,,
1952-03-01,,,2.9,,
1952-04-01,,,2.9,,
1952-05-01,,,3.0,,
1952-06-01,,,3.0,,
1952-07-01,,,3.2,,
1952-08-01,,,3.4,,
1952-09-01,,,3.1,,
1952-10-01,,,3.0,,
1952-11-01,,,2.8,,
1952-12-01,,,2.7,,
1953-01-01,,,2.9,,
1953-02-01,,,2.6,,
1953-03-01,,,2.6,,
1953-04-01,,,2.7,,
1953-05-01,,,2.5,,
1953-06-01,,,2.5,,
1953-07-01,,,2.6,,
1953-08-01,,,2.7,,
1953-09-01,,,2.9,,
1953-10-01,,,3.1,,
1953-11-01,,,3.5,,
1953-12-01,,,4.5,,
1954-01-01,,,4.9,,
1954-02-01,,,5.2,,
1954-03-01,,,5.7,,
1954-04-01,,,5.9,,
1954-05-01,,,5.9,,
1954-06-01,,,5.6,,
1954-07-01,,,5.8,,
1954-08-01,,,6.0,,
1954-09-01,,,6.1,,
1954-10-01,,,5.7,,
1954-11-01,,,5.3,,
1954-12-01,,,5.0,,
1955-01-01,,,4.9,,
1955-02-01,,,4.7,,
1955-03-01,,,4.6,,
1955-04-01,,,4.7,,
1955-05-01,,,4.3,,
1955-06-01,,,4.2,,
1955-07-01,,,4.0,,
1955-08-01,,,4.2,,
1955-09-01,,,4.1,,
1955-10-01,,,4.3,,
1955-11-01,,,4.2,,
1955-12-01,,,4.2,,
1956-01-01,,,4.0,,
1956-02-01,,,3.9,,
1956-03-01,,,4.2,,
1956-04-01,,,4.0,,
1956-05-01,,,4.3,,
1956-06-01,,,4.3,,
1956-07-01,,,4.4,,
1956-08-01,,,4.1,,
1956-09-01,,,3.9,,
1956-10-01,,,3.9,,
1956-11-01,,,4.3,,
1956-12-01,,,4.2,,
1957-01-01,,,4.2,,
1957-02-01,,,3.9,,
1957-03-01,,,3.7,,
1957-04-01,,,3.9,,
1957-05-01,,,4.1,,
1957-06-01,,,4.3,,
1957-07-01,,,4.2,,
1957-08-01,,,4.1,,
1957-09-01,,,4.4,,
1957-10-01,,,4.5,,
1957-11-01,,,5.1,,
1957-12-01,,,5.2,,
1958-01-01,,,5.8,,
1958-02-01,,,6.4,,
1958-03-01,,,6.7,,
1958-04-01,,,7.4,,
1958-05-01,,,7.4,,
1958-06-01,,,7.3,,
1958-07-01,,,7.5,,
1958-08-01,,,7.4,,
1958-09-01,,,7.1,,
1958-10-01,,,6.7,,
1958-11-01,,,6.2,,
1958-12-01,,,6.2,,
1959-01-01,,,6.0,,
1959-02-01,,,5.9,,
1959-03-01,,,5.6,,
1959-04-01,,,5.2,,
1959-05-01,,,5.1,,
1959-06-01,,,5.0,,
1959-07-01,,,5.1,,
1959-08-01,,,5.2,,
1959-09-01,,,5.5,,
1959-10-01,,,5.7,,
1959-11-01,,,5.8,,
1959-12-01,,,5.3,,
1960-01-01,,,5.2,,
1960-02-01,,,4.8,,
1960-03-01,,,5.4,,
1960-04-01,,,5.2,,
1960-05-01,,,5.1,,
1960-06-01,,,5.4,,
1960-07-01,,,5.5,,
1960-08-01,,,5.6,,
1960-09-01,,,5.5,,
1960-10-01,,,6.1,,
1960-11-01,,,6.1,,
1960-12-01,,,6.6,,
1961-01-01,,,6.6,,
1961-02-01,,,6.9,,
1961-03-01,,,6.9,,
1961-04-01,,,7.0,,
1961-05-01,,,7.1,,
1961-06-01,,,6.9,,
1961-07-01,,,7.0,,
1961-08-01,,,6.6,,
1961-09-01,,,6.7,,
1961-10-01,,,6.5,,
1961-11-01,,,6.1,,
1961-12-01,,,6.0,,
1962-01-01,,,5.8,,
1962-02-01,,,5.5,,
1962-03-01,,,5.6,,
1962-04-01,,,5.6,,
1962-05-01,,,5.5,,
1962-06-01,,,5.5,,
1962-07-01,,,5.4,,
1962-08-01,,,5.7,,
1962-09-01,,,5.6,,
1962-10-01,,,5.4,,
1962-11-01,,,5.7,,
1962-12-01,,,5.5,,
1963-01-01,,,5.7,,
1963-02-01,,,5.9,,
1963-03-01,,,5.7,,
1963-04-01,,,5.7,,
1963-05-01,,,5.9,,
1963-06-01,,,5.6,,
1963-07-01,,,5.6,,
1963-08-01,,,5.4,,
1963-09-01,,,5.5,,
1963-10-01,,,5.5,,
1963-11-01,,,5.7,,
1963-12-01,,,5.5,,
1964-01-01,,,5.6,,
1964-02-01,,,5.4,,
1964-03-01,,,5.4,,
1964-04-01,,,5.3,,
1964-05-01,,,5.1,,
1964-06-01,,,5.2,,
1964-07-01,,,4.9,,
1964-08-01,,,5.0,,
1964-09-01,,,5.1,,
1964-10-01,,,5.1,,
1964-11-01,,,4.8,,
1964-12-01,,,5.0,,
1965-01-01,,,4.9,,
1965-02-01,,,5.1,,
1965-03-01,,,4.7,,
1965-04-01,,,4.8,,
1965-05-01,,,4.6,,
1965-06-01,,,4.6,,
1965-07-01,,,4.4,,
1965-08-01,,,4.4,,
1965-09-01,,,4.3,,
1965-10-01,,,4.2,,
1965-11-01,,,4.1,,
1965-12-01,,,4.0,,
1966-01-01,,,4.0,,
1966-02-01,,,3.8,,
1966-03-01,,,3.8,,
1966-04-01,,,3.8,,
1966-05-01,,,3.9,,
1966-06-01,,,3.8,,
1966-07-01,,,3.8,,
1966-08-01,,,3.8,,
1966-09-01,,,3.7,,
1966-10-01,,,3.7,,
1966-11-01,,,3.6,,
1966-12-01,,,3.8,,
1967-01-01,,89.3902,3.9,,
1967-02-01,,87.975,3.8,,
1967-03-01,,87.0835,3.8,,
1967-04-01,,87.5089,3.8,,
1967-05-01,,86.3566,3.8,,
1967-06-01,,85.9603,3.9,1.02,
1967-07-01,,85.3833,3.8,0.44,
1967-08-01,,86.6339,3.8,0.04,
1967-09-01,,86.1122,3.8,0.52,
1967-10-01,,86.4325,4.0,0.06,
1967-11-01,,87.2856,3.9,0.0,
1967-12-01,,87.8417,3.8,0.0,
1968-01-01,,87.3848,3.7,1.34,
1968-02-01,,87.3505,3.8,0.08,
1968-03-01,,87.2771,3.7,0.08,
1968-04-01,,87.0597,3.5,0.08,
1968-05-01,,87.6913,3.5,0.0,
1968-06-01,,87.6699,3.7,0.0,
1968-07-01,,87.195,3.7,0.04,
1968-08-01,,87.0996,3.5,0.06,
1968-09-01,,87.0921,3.4,0.02,
1968-10-01,,86.9294,3.4,0.0,
1968-11-01,,87.7166,3.4,0.0,
1968-12-01,,87.6578,3.4,0.06,
1969-01-01,,87.8613,3.4,0.08,
1969-02-01,,88.1061,3.4,0.0,
1969-03-01,,88.4789,3.4,0.0,
1969-04-01,,87.8387,3.4,0.18,
1969-05-01,,87.1954,3.4,0.04,
1969-06-01,,87.7352,3.5,0.0,
1969-07-01,,87.8868,3.5,0.1,
1969-08-01,,87.7786,3.5,0.42,
1969-09-01,,87.451,3.7,4.38,
1969-10-01,,87.1707,3.7,7.34,
1969-11-01,,86.0482,3.5,38.1,
1969-12-01,,85.5192,3.5,41.12,
1970-01-01,,83.6586,3.9,51.58,
1970-02-01,,83.3422,4.2,40.94,
1970-03-01,,82.9743,4.4,41.36,
1970-04-01,,82.5037,4.6,43.58,
1970-05-01,,82.152,4.8,41.18,
1970-06-01,,81.6333,4.9,39.5,
1970-07-01,,81.5815,5.0,40.02,
1970-08-01,,81.1858,5.1,56.94,
1970-09-01,,80.3792,5.4,74.98,
1970-10-01,,78.5307,5.5,84.9,
1970-11-01,,77.8174,5.9,32.62,
1970-12-01,,79.3628,6.1,0.02,
1971-01-01,,79.7501,5.9,0.08,
1971-02-01,,79.3958,5.9,1.28,
1971-03-01,,79.1084,6.0,0.52,
1971-04-01,,79.3512,5.9,0.1,
1971-05-01,,79.5523,5.9,0.06,
1971-06-01,,79.6846,5.9,0.24,
1971-07-01,,79.2535,6.0,0.4,
1971-08-01,,78.5958,6.1,0.1,
1971-09-01,,79.6734,6.0,0.02,
1971-10-01,,80.0694,5.8,0.1,
1971-11-01,,80.209,6.0,0.0,
1971-12-01,,80.9333,6.0,0.0,
1972-01-01,,82.6639,5.8,0.0,
1972-02-01,,83.2993,5.7,0.0,
1972-03-01,,83.6895,5.8,0.02,
1972-04-01,,84.3131,5.7,0.0,
1972-05-01,,84.1119,5.7,0.02,
1972-06-01,,84.1181,5.7,0.06,
1972-07-01,,83.822,5.6,0.24,
1972-08-01,,84.7529,5.6,0.0,
1972-09-01,,85.165,5.5,0.0,
1972-10-01,,86.0135,5.6,0.0,
1972-11-01,,86.7659,5.3,0.0,
1972-12-01,,87.4686,5.2,0.0,
1973-01-01,,87.8281,4.9,0.0,
1973-02-01,,88.8164,5.0,0.02,
1973-03-01,,88.5532,4.9,0.38,
1973-04-01,,88.1243,5.0,0.22,
1973-05-01,,88.403,4.9,0.14,
1973-06-01,,88.2029,4.9,0.16,
1973-07-01,,88.2221,4.8,0.12,
1973-08-01,,87.8012,4.8,0.18,
1973-09-01,,88.2072,4.8,0.02,
1973-10-01,,88.6195,4.6,0.02,
1973-11-01,,88.7326,4.8,1.06,
1973-12-01,,88.2092,4.9,30.54,
1974-01-01,,87.3603,5.1,33.76,
1974-02-01,,86.8532,5.2,29.92,
1974-03-01,,86.5946,5.1,27.38,
1974-04-01,,86.102,5.1,26.48,
1974-05-01,,86.5764,5.1,25.18,
1974-06-01,,86.2087,5.4,36.18,
1974-07-01,,86.1702,5.5,46.66,
1974-08-01,,85.0813,5.5,78.58,
1974-09-01,,84.9171,5.9,82.98,
1974-10-01,,84.4837,6.0,93.7,
1974-11-01,,81.5472,6.6,100.0,
1974-12-01,,78.4766,7.2,100.0,
1975-01-01,,77.2606,8.1,99.66,
1975-02-01,,75.3723,8.1,99.62,
1975-03-01,,74.4335,8.6,93.98,
1975-04-01,,74.4561,8.8,17.82,
1975-05-01,,74.1297,9.0,2.88,
1975-06-01,,74.4823,8.8,0.58,
1975-07-01,,75.13,8.6,0.1,
1975-08-01,,75.7493,8.4,0.0,
1975-09-01,,76.6023,8.4,0.02,
1975-10-01,,76.7949,8.4,0.04,
1975-11-01,,76.7613,8.3,0.1,
1975-12-01,,77.6515,8.2,0.0,
1976-01-01,,78.5352,7.9,0.02,
1976-02-01,,79.1583,7.7,0.08,
1976-03-01,,79.1609,7.6,0.06,
1976-04-01,,79.3847,7.7,0.02,
1976-05-01,,79.5472,7.4,0.08,
1976-06-01,,79.4537,7.6,0.0,
1976-07-01,,79.7129,7.8,0.0,
1976-08-01,,80.0788,7.8,0.06,
1976-09-01,,80.1586,7.6,0.06,
1976-10-01,,79.9457,7.7,0.08,
1976-11-01,,80.9791,7.8,0.0,
1976-12-01,,81.6559,7.8,0.02,
1977-01-01,,80.9038,7.5,0.74,
1977-02-01,,81.9747,7.6,0.0,
1977-03-01,,82.8042,7.4,0.0,
1977-04-01,,83.3995,7.2,0.06,
1977-05-01,,83.8236,7.0,0.02,
1977-06-01,,84.239,7.2,0.0,
1977-07-01,,84.12,6.9,0.06,
1977-08-01,,83.9765,7.0,0.04,
1977-09-01,,84.0778,6.8,0.0,
1977-10-01,,83.9767,6.8,0.04,
1977-11-01,,83.8911,6.8,0.18,
1977-12-01,,83.8023,6.4,1.16,
1978-01-01,,82.3473,6.4,15.08,
1978-02-01,,82.5737,6.3,0.02,
1978-03-01,,83.9168,6.3,0.0,
1978-04-01,,85.3482,6.1,0.0,
1978-05-01,,85.5208,6.0,0.18,
1978-06-01,,85.8308,5.9,0.1,
1978-07-01,,85.5323,6.2,0.14,
1978-08-01,,85.6465,5.9,0.02,
1978-09-01,,85.6125,6.0,0.06,
1978-10-01,,86.0371,5.8,0.02,
1978-11-01,,86.4614,5.9,0.0,
1978-12-01,,86.6562,6.0,0.12,
1979-01-01,,85.9566,5.9,1.58,
1979-02-01,,86.1651,5.9,0.64,
1979-03-01,,86.1935,5.8,1.2,
1979-04-01,,84.9421,5.8,32.6,
1979-05-01,,85.4801,5.6,1.16,
1979-06-01,,85.2706,5.7,1.32,
1979-07-01,,84.9248,5.7,2.12,
1979-08-01,,84.1753,6.0,2.64,
1979-09-01,,83.9806,5.9,2.32,
1979-10-01,,84.3728,6.0,1.86,
1979-11-01,,84.0579,5.9,2.6,
1979-12-01,,83.9436,6.0,4.34,
1980-01-01,,84.2311,6.3,7.26,
1980-02-01,,84.1083,6.3,39.74,
1980-03-01,,83.5935,6.3,87.24,
1980-04-01,,81.7958,6.9,99.66,
1980-05-01,,79.638,7.5,99.58,
1980-06-01,,78.4608,7.6,87.32,
1980-07-01,,77.7482,7.8,33.6,
1980-08-01,,77.8447,7.7,0.4,
1980-09-01,,78.9834,7.5,0.02,
1980-10-01,,79.8159,7.5,0.02,
1980-11-01,,80.9704,7.5,0.02,
1980-12-01,,81.3163,7.2,0.6,
1981-01-01,,80.6229,7.5,3.14,
1981-02-01,,80.0944,7.4,2.46,
1981-03-01,,80.3057,7.4,1.56,
1981-04-01,,79.7704,7.2,1.66,
1981-05-01,,80.0226,7.5,1.3,
1981-06-01,,80.2399,7.5,1.46,
1981-07-01,,80.5506,7.2,3.52,
1981-08-01,,80.2571,7.4,46.04,
1981-09-01,,79.6687,7.6,81.34,
1981-10-01,,78.866,7.9,92.24,
1981-11-01,,77.7627,8.3,95.44,
1981-12-01,,76.7466,8.5,95.62,
1982-01-01,,75.0122,8.6,92.8,
1982-01-04,,75.0122,8.6,92.8,2.32
1982-01-05,,75.0122,8.6,92.8,2.24
1982-01-06,,75.0122,8.6,92.8,2.43
1982-01-07,,75.0122,8.6,92.8,2.46
1982-01-08,,75.0122,8.6,92.8,2.5
1982-01-11,,75.0122,8.6,92.8,2.32
1982-01-12,,75.0122,8.6,92.8,2.1
1982-01-13,,75.0122,8.6,92.8,2.13
1982-01-14,,75.0122,8.6,92.8,1.53
1982-01-15,,75.0122,8.6,92.8,2.08
1982-01-18,,75.0122,8.6,92.8,1.34
1982-01-19,,75.0122,8.6,92.8,1.67
1982-01-20,,75.0122,8.6,92.8,1.3
1982-01-21,,75.0122,8.6,92.8,0.97
1982-01-22,,75.0122,8.6,92.8,1.06
1982-01-25,,75.0122,8.6,92.8,0.56
1982-01-26,,75.0122,8.6,92.8,0.89
1982-01-27,,75.0122,8.6,92.8,1.11
1982-01-28,,75.0122,8.6,92.8,1.45
1982-01-29,,75.0122,8.6,92.8,1.06
1982-02-01,,76.3833,8.9,12.52,-0.19
1982-02-02,,76.3833,8.9,12.52,-0.02
1982-02-03,,76.3833,8.9,12.52,0.05
1982-02-04,,76.3833,8.9,12.52,0.38
1982-02-05,,76.3833,8.9,12.52,0.02
1982-02-08,,76.3833,8.9,12.52,-0.16
1982-02-09,,76.3833,8.9,12.52,0.04
1982-02-10,,76.3833,8.9,12.52,-0.07
1982-02-11,,76.3833,8.9,12.52,-0.35
1982-02-12,,76.3833,8.9,12.52,-0.35
1982-02-15,,76.3833,8.9,12.52,-0.35
1982-02-16,,76.3833,8.9,12.52,-0.96
1982-02-17,,76.3833,8.9,12.52,-0.81
1982-02-18,,76.3833,8.9,12.52,-0.3
1982-02-19,,76.3833,8.9,12.52,0.07
1982-02-22,,76.3833,8.9,12.52,0.74
1982-02-23,,76.3833,8.9,12.52,1.0
1982-02-24,,76.3833,8.9,12.52,1.04
1982-02-25,,76.3833,8.9,12.52,1.12
1982-02-26,,76.3833,8.9,12.52,1.03
1982-03-01,,75.7186,9.0,62.9,1.04
1982-03-02,,75.7186,9.0,62.9,0.52
1982-03-03,,75.7186,9.0,62.9,0.84
1982-03-04,,75.7186,9.0,62.9,0.76
1982-03-05,,75.7186,9.0,62.9,0.73
1982-03-08,,75.7186,9.0,62.9,0.99
1982-03-09,,75.7186,9.0,62.9,0.76
1982-03-10,,75.7186,9.0,62.9,0.73
1982-03-11,,75.7186,9.0,62.9,0.71
1982-03-12,,75.7186,9.0,62.9,0.57
1982-03-15,,75.7186,9.0,62.9,0.49
1982-03-16,,75.7186,9.0,62.9,0.58
1982-03-17,,75.7186,9.0,62.9,0.52
1982-03-18,,75.7186,9.0,62.9,0.42
1982-03-19,,75.7186,9.0,62.9,0.2
1982-03-22,,75.7186,9.0,62.9,0.48
1982-03-23,,75.7186,9.0,62.9,0.61
1982-03-24,,75.7186,9.0,62.9,0.52
1982-03-25,,75.7186,9.0,62.9,0.55
1982-03-26,,75.7186,9.0,62.9,0.32
1982-03-29,,75.7186,9.0,62.9,0.0
1982-03-30,,75.7186,9.0,62.9,0.04
1982-03-31,,75.7186,9.0,62.9,0.19
1982-04-01,,74.8888,9.3,74.32,0.23
1982-04-02,,74.8888,9.3,74.32,0.15
1982-04-05,,74.8888,9.3,74.32,0.4
1982-04-06,,74.8888,9.3,74.32,0.41
1982-04-07,,74.8888,9.3,74.32,0.38
1982-04-08,,74.8888,9.3,74.32,0.24
1982-04-09,,74.8888,9.3,74.32,0.24
1982-04-12,,74.8888,9.3,74.32,0.4
1982-04-13,,74.8888,9.3,74.32,0.5
1982-04-14,,74.8888,9.3,74.32,0.51
1982-04-15,,74.8888,9.3,74.32,0.44
1982-04-16,,74.8888,9.3,74.32,0.5
1982-04-19,,74.8888,9.3,74.32,0.62
1982-04-20,,74.8888,9.3,74.32,0.65
1982-04-21,,74.8888,9.3,74.32,0.96
1982-04-22,,74.8888,9.3,74.32,0.72
1982-04-23,,74.8888,9.3,74.32,0.7
1982-04-26,,74.8888,9.3,74.32,0.53
1982-04-27,,74.8888,9.3,74.32,0.66
1982-04-28,,74.8888,9.3,74.32,0.68
1982-04-29,,74.8888,9.3,74.32,0.67
1982-04-30,,74.8888,9.3,74.32,0.72
1982-05-01,,74.2587,9.4,77.88,0.72
1982-05-03,,74.2587,9.4,77.88,0.49
1982-05-04,,74.2587,9.4,77.88,0.27
1982-05-05,,74.2587,9.4,77.88,0.41
1982-05-06,,74.2587,9.4,77.88,0.46
1982-05-07,,74.2587,9.4,77.88,0.46
1982-05-10,,74.2587,9.4,77.88,0.28
1982-05-11,,74.2587,9.4,77.88,0.49
1982-05-12,,74.2587,9.4,77.88,0.54
1982-05-13,,74.2587,9.4,77.88,0.53
1982-05-14,,74.2587,9.4,77.88,0.56
1982-05-17,,74.2587,9.4,77.88,0.55
1982-05-18,,74.2587,9.4,77.88,0.72
1982-05-19,,74.2587,9.4,77.88,1.17
1982-05-20,,74.2587,9.4,77.88,1.53
1982-05-21,,74.2587,9.4,77.88,1.53
1982-05-24,,74.2587,9.4,77.88,1.59
1982-05-25,,74.2587,9.4,77.88,1.55
1982-05-26,,74.2587,9.4,77.88,1.64
1982-05-27,,74.2587,9.4,77.88,1.66
1982-05-28,,74.2587,9.4,77.88,1.74
1982-05-31,,74.2587,9.4,77.88,1.74
1982-06-01,,73.9501,9.6,80.76,1.38
1982-06-02,,73.9501,9.6,80.76,1.17
1982-06-03,,73.9501,9.6,80.76,1.27
1982-06-04,,73.9501,9.6,80.76,1.2
1982-06-07,,73.9501,9.6,80.76,1.23
1982-06-08,,73.9501,9.6,80.76,1.19
1982-06-09,,73.9501,9.6,80.76,1.37
1982-06-10,,73.9501,9.6,80.76,1.5
1982-06-11,,73.9501,9.6,80.76,1.38
1982-06-14,,73.9501,9.6,80.76,1.33
1982-06-15,,73.9501,9.6,80.76,1.28
1982-06-16,,73.9501,9.6,80.76,1.23
1982-06-17,,73.9501,9.6,80.76,1.33
1982-06-18,,73.9501,9.6,80.76,1.31
1982-06-21,,73.9501,9.6,80.76,1.52
1982-06-22,,73.9501,9.6,80.76,1.29
1982-06-23,,73.9501,9.6,80.76,1.07
1982-06-24,,73.9501,9.6,80.76,1.11
1982-06-25,,73.9501,9.6,80.76,0.89
1982-06-28,,73.9501,9.6,80.76,0.92
1982-06-29,,73.9501,9.6,80.76,0.81
1982-06-30,,73.9501,9.6,80.76,1.08
1982-07-01,,73.5908,9.8,81.46,1.26
1982-07-02,,73.5908,9.8,81.46,1.14
1982-07-05,,73.5908,9.8,81.46,1.14
1982-07-06,,73.5908,9.8,81.46,1.3
1982-07-07,,73.5908,9.8,81.46,1.18
1982-07-08,,73.5908,9.8,81.46,1.71
1982-07-09,,73.5908,9.8,81.46,1.74
1982-07-12,,73.5908,9.8,81.46,1.65
1982-07-13,,73.5908,9.8,81.46,1.54
1982-07-14,,73.5908,9.8,81.46,1.57
1982-07-15,,73.5908,9.8,81.46,1.82
1982-07-16,,73.5908,9.8,81.46,2.02
1982-07-19,,73.5908,9.8,81.46,2.16
1982-07-20,,73.5908,9.8,81.46,2.42
1982-07-21,,73.5908,9.8,81.46,2.41
1982-07-22,,73.5908,9.8,81.46,2.68
1982-07-23,,73.5908,9.8,81.46,2.83
1982-07-26,,73.5908,9.8,81.46,3.04
1982-07-27,,73.5908,9.8,81.46,2.74
1982-07-28,,73.5908,9.8,81.46,2.56
1982-07-29,,73.5908,9.8,81.46,2.86
1982-07-30,,73.5908,9.8,81.46,3.11
1982-08-01,,72.8353,9.8,79.82,3.11
1982-08-02,,72.8353,9.8,79.82,3.69
1982-08-03,,72.8353,9.8,79.82,3.33
1982-08-04,,72.8353,9.8,79.82,3.56
1982-08-05,,72.8353,9.8,79.82,3.51
1982-08-06,,72.8353,9.8,79.82,3.14
1982-08-09,,72.8353,9.8,79.82,3.45
1982-08-10,,72.8353,9.8,79.82,3.27
1982-08-11,,72.8353,9.8,79.82,3.34
1982-08-12,,72.8353,9.8,79.82,3.81
1982-08-13,,72.8353,9.8,79.82,3.6
1982-08-16,,72.8353,9.8,79.82,4.11
1982-08-17,,72.8353,9.8,79.82,4.32
1982-08-18,,72.8353,9.8,79.82,4.22
1982-08-19,,72.8353,9.8,79.82,4.71
1982-08-20,,72.8353,9.8,79.82,4.93
1982-08-23,,72.8353,9.8,79.82,4.72
1982-08-24,,72.8353,9.8,79.82,4.49
1982-08-25,,72.8353,9.8,79.82,4.76
1982-08-26,,72.8353,9.8,79.82,5.18
1982-08-27,,72.8353,9.8,79.82,4.67
1982-08-30,,72.8353,9.8,79.82,4.37
1982-08-31,,72.8353,9.8,79.82,4.09
1982-09-01,,72.5682,10.1,76.42,4.03
1982-09-02,,72.5682,10.1,76.42,3.94
1982-09-03,,72.5682,10.1,76.42,4.01
1982-09-06,,72.5682,10.1,76.42,4.01
1982-09-07,,72.5682,10.1,76.42,3.85
1982-09-08,,72.5682,10.1,76.42,3.91
1982-09-09,,72.5682,10.1,76.42,3.96
1982-09-10,,72.5682,10.1,76.42,4.07
1982-09-13,,72.5682,10.1,76.42,4.22
1982-09-14,,72.5682,10.1,76.42,4.4
1982-09-15,,72.5682,10.1,76.42,4.16
1982-09-16,,72.5682,10.1,76.42,4.29
1982-09-17,,72.5682,10.1,76.42,4.28
1982-09-20,,72.5682,10.1,76.42,4.43
1982-09-21,,72.5682,10.1,76.42,4.3
1982-09-22,,72.5682,10.1,76.42,4.46
1982-09-23,,72.5682,10.1,76.42,4.42
1982-09-24,,72.5682,10.1,76.42,4.24
1982-09-27,,72.5682,10.1,76.42,4.16
1982-09-28,,72.5682,10.1,76.42,4.13
1982-09-29,,72.5682,10.1,76.42,3.96
1982-09-30,,72.5682,10.1,76.42,3.85
1982-10-01,,71.8027,10.4,73.32,3.91
1982-10-04,,71.8027,10.4,73.32,3.51
1982-10-05,,71.8027,10.4,73.32,3.25
1982-10-06,,71.8027,10.4,73.32,3.17
1982-10-07,,71.8027,10.4,73.32,2.87
1982-10-08,,71.8027,10.4,73.32,2.83
1982-10-11,,71.8027,10.4,73.32,2.83
1982-10-12,,71.8027,10.4,73.32,2.92
1982-10-13,,71.8027,10.4,73.32,2.72
1982-10-14,,71.8027,10.4,73.32,2.82
1982-10-15,,71.8027,10.4,73.32,2.95
1982-10-18,,71.8027,10.4,73.32,2.92
1982-10-19,,71.8027,10.4,73.32,2.83
1982-10-20,,71.8027,10.4,73.32,2.89
1982-10-21,,71.8027,10.4,73.32,2.88
1982-10-22,,71.8027,10.4,73.32,2.93
1982-10-25,,71.8027,10.4,73.32,2.99
1982-10-26,,71.8027,10.4,73.32,2.63
1982-10-27,,71.8027,10.4,73.32,2.62
1982-10-28,,71.8027,10.4,73.32,2.6
1982-10-29,,71.8027,10.4,73.32,2.54
1982-11-01,,71.5184,10.8,40.16,2.5
1982-11-02,,71.5184,10.8,40.16,2.5
1982-11-03,,71.5184,10.8,40.16,2.4
1982-11-04,,71.5184,10.8,40.16,2.43
1982-11-05,,71.5184,10.8,40.16,2.44
1982-11-08,,71.5184,10.8,40.16,2.37
1982-11-09,,71.5184,10.8,40.16,2.23
1982-11-10,,71.5184,10.8,40.16,2.12
1982-11-11,,71.5184,10.8,40.16,2.12
1982-11-12,,71.5184,10.8,40.16,2.02
1982-11-15,,71.5184,10.8,40.16,1.85
1982-11-16,,71.5184,10.8,40.16,1.97
1982-11-17,,71.5184,10.8,40.16,1.94
1982-11-18,,71.5184,10.8,40.16,1.91
1982-11-19,,71.5184,10.8,40.16,2.04
1982-11-22,,71.5184,10.8,40.16,2.17
1982-11-23,,71.5184,10.8,40.16,2.31
1982-11-24,,71.5184,10.8,40.16,2.39
1982-11-25,,71.5184,10.8,40.16,2.39
1982-11-26,,71.5184,10.8,40.16,2.32
1982-11-29,,71.5184,10.8,40.16,2.24
1982-11-30,,71.5184,10.8,40.16,2.23
1982-12-01,,70.9657,10.8,17.32,2.19
1982-12-02,,70.9657,10.8,17.32,2.36
1982-12-03,,70.9657,10.8,17.32,2.37
1982-12-06,,70.9657,10.8,17.32,2.33
1982-12-07,,70.9657,10.8,17.32,2.29
1982-12-08,,70.9657,10.8,17.32,2.38
1982-12-09,,70.9657,10.8,17.32,2.35
1982-12-10,,70.9657,10.8,17.32,2.35
1982-12-13,,70.9657,10.8,17.32,2.34
1982-12-14,,70.9657,10.8,17.32,2.53
1982-12-15,,70.9657,10.8,17.32,2.62
1982-12-16,,70.9657,10.8,17.32,2.49
1982-12-17,,70.9657,10.8,17.32,2.51
1982-12-20,,70.9657,10.8,17.32,2.56
1982-12-21,,70.9657,10.8,17.32,2.37
1982-12-22,,70.9657,10.8,17.32,2.35
1982-12-23,,70.9657,10.8,17.32,2.29
1982-12-24,,70.9657,10.8,17.32,2.29
1982-12-27,,70.9657,10.8,17.32,2.28
1982-12-28,,70.9657,10.8,17.32,2.11
1982-12-29,,70.9657,10.8,17.32,2.04
1982-12-30,,70.9657,10.8,17.32,2.15
1982-12-31,,70.9657,10.8,17.32,2.16
1983-01-01,,72.2448,10.4,0.9,2.16
